-5.312100000000000000e+04,-2.067600000000000000e+04,-1.053100000000000000e+04
-4.673100000000000000e+04,-2.104600000000000000e+04,-7.716000000000000000e+03
-5.040600000000000000e+04,-2.274600000000000000e+04,-1.010100000000000000e+04
-5.555600000000000000e+04,-2.241600000000000000e+04,-7.341000000000000000e+03
-5.630600000000000000e+04,-2.643600000000000000e+04,-6.581000000000000000e+03
-5.136600000000000000e+04,-2.358600000000000000e+04,-9.066000000000000000e+03
-5.706600000000000000e+04,-2.123600000000000000e+04,-9.181000000000000000e+03
-5.436600000000000000e+04,-2.065600000000000000e+04,-8.161000000000000000e+03
-5.210100000000000000e+04,-2.343600000000000000e+04,-7.816000000000000000e+03
-5.417100000000000000e+04,-2.042600000000000000e+04,-1.079600000000000000e+04
-6.413100000000000000e+04,-2.086600000000000000e+04,-8.066000000000000000e+03
-4.849100000000000000e+04,-1.810100000000000000e+04,-9.791000000000000000e+03
-4.847100000000000000e+04,-1.949600000000000000e+04,-1.041100000000000000e+04
-5.535100000000000000e+04,-2.129100000000000000e+04,-9.176000000000000000e+03
-5.239600000000000000e+04,-2.087600000000000000e+04,-8.806000000000000000e+03
-4.502100000000000000e+04,-2.405600000000000000e+04,-8.876000000000000000e+03
-4.922600000000000000e+04,-1.828100000000000000e+04,-7.706000000000000000e+03
-5.919100000000000000e+04,-1.904600000000000000e+04,-8.466000000000000000e+03
-5.541100000000000000e+04,-2.109600000000000000e+04,-9.061000000000000000e+03
-5.549100000000000000e+04,-2.249600000000000000e+04,-8.616000000000000000e+03
-4.959600000000000000e+04,-2.069600000000000000e+04,-8.346000000000000000e+03
-5.201600000000000000e+04,-2.178100000000000000e+04,-7.221000000000000000e+03
-5.807600000000000000e+04,-2.076100000000000000e+04,-9.046000000000000000e+03
-6.588600000000000000e+04,-2.188100000000000000e+04,-7.461000000000000000e+03
-4.691100000000000000e+04,-2.238100000000000000e+04,-7.976000000000000000e+03
-5.748600000000000000e+04,-2.187600000000000000e+04,-7.016000000000000000e+03
-5.407100000000000000e+04,-1.944100000000000000e+04,-8.821000000000000000e+03
-5.484600000000000000e+04,-1.952600000000000000e+04,-9.746000000000000000e+03
-4.877600000000000000e+04,-2.247600000000000000e+04,-1.030600000000000000e+04
-5.400100000000000000e+04,-2.218100000000000000e+04,-8.311000000000000000e+03
-4.949600000000000000e+04,-2.145600000000000000e+04,-6.056000000000000000e+03
-5.099600000000000000e+04,-2.194100000000000000e+04,-9.251000000000000000e+03
-5.790100000000000000e+04,-2.223600000000000000e+04,-8.881000000000000000e+03
-5.232600000000000000e+04,-2.123600000000000000e+04,-7.301000000000000000e+03
-5.770100000000000000e+04,-2.391600000000000000e+04,-8.881000000000000000e+03
-5.883600000000000000e+04,-2.527100000000000000e+04,-6.906000000000000000e+03
-4.945600000000000000e+04,-2.308600000000000000e+04,-1.103600000000000000e+04
-5.364600000000000000e+04,-1.812600000000000000e+04,-6.851000000000000000e+03
-5.715100000000000000e+04,-2.003600000000000000e+04,-9.266000000000000000e+03
-5.281600000000000000e+04,-2.127600000000000000e+04,-5.976000000000000000e+03
-5.240600000000000000e+04,-2.364600000000000000e+04,-7.506000000000000000e+03
-5.029600000000000000e+04,-1.610600000000000000e+04,-7.331000000000000000e+03
-5.170100000000000000e+04,-1.911100000000000000e+04,-8.596000000000000000e+03
-5.271600000000000000e+04,-1.818100000000000000e+04,-9.221000000000000000e+03
-5.690100000000000000e+04,-2.106600000000000000e+04,-9.136000000000000000e+03
-5.605600000000000000e+04,-2.240100000000000000e+04,-6.936000000000000000e+03
-5.323100000000000000e+04,-2.312100000000000000e+04,-8.751000000000000000e+03
-5.432100000000000000e+04,-1.991600000000000000e+04,-1.212600000000000000e+04
-5.346100000000000000e+04,-2.335100000000000000e+04,-8.091000000000000000e+03
-4.636600000000000000e+04,-2.088600000000000000e+04,-8.026000000000000000e+03
-4.809600000000000000e+04,-2.017100000000000000e+04,-8.151000000000000000e+03
-5.323600000000000000e+04,-2.105600000000000000e+04,-1.037600000000000000e+04
-4.962100000000000000e+04,-1.983100000000000000e+04,-9.721000000000000000e+03
-4.951100000000000000e+04,-1.869100000000000000e+04,-7.506000000000000000e+03
-5.616600000000000000e+04,-2.411600000000000000e+04,-8.196000000000000000e+03
-5.879600000000000000e+04,-2.370600000000000000e+04,-7.851000000000000000e+03
-5.363100000000000000e+04,-2.373100000000000000e+04,-1.048100000000000000e+04
-4.859600000000000000e+04,-2.246100000000000000e+04,-8.296000000000000000e+03
-5.738600000000000000e+04,-2.113100000000000000e+04,-9.401000000000000000e+03
-5.617600000000000000e+04,-2.164600000000000000e+04,-9.566000000000000000e+03
-4.767600000000000000e+04,-2.162100000000000000e+04,-1.014600000000000000e+04
-5.771100000000000000e+04,-2.044100000000000000e+04,-1.026100000000000000e+04
-4.771600000000000000e+04,-2.340600000000000000e+04,-9.466000000000000000e+03
-5.613100000000000000e+04,-2.367600000000000000e+04,-7.616000000000000000e+03
-5.212100000000000000e+04,-2.347600000000000000e+04,-8.181000000000000000e+03
-4.654600000000000000e+04,-1.948100000000000000e+04,-8.381000000000000000e+03
-5.588100000000000000e+04,-2.201100000000000000e+04,-8.946000000000000000e+03
-5.378600000000000000e+04,-2.083600000000000000e+04,-9.501000000000000000e+03
-4.545600000000000000e+04,-1.888600000000000000e+04,-8.191000000000000000e+03
-5.607100000000000000e+04,-2.313600000000000000e+04,-7.186000000000000000e+03
-5.660600000000000000e+04,-2.459600000000000000e+04,-8.586000000000000000e+03
-5.134600000000000000e+04,-2.260100000000000000e+04,-1.038600000000000000e+04
-4.922600000000000000e+04,-2.196600000000000000e+04,-6.596000000000000000e+03
-5.375600000000000000e+04,-2.120600000000000000e+04,-8.556000000000000000e+03
-5.826600000000000000e+04,-2.297100000000000000e+04,-1.007600000000000000e+04
-5.205100000000000000e+04,-2.005600000000000000e+04,-7.196000000000000000e+03
-5.868100000000000000e+04,-2.080600000000000000e+04,-8.921000000000000000e+03
-5.957600000000000000e+04,-1.993100000000000000e+04,-1.019100000000000000e+04
-5.485600000000000000e+04,-2.305600000000000000e+04,-6.371000000000000000e+03
-4.800100000000000000e+04,-2.271100000000000000e+04,-9.061000000000000000e+03
-4.995100000000000000e+04,-2.069100000000000000e+04,-9.601000000000000000e+03
-5.445100000000000000e+04,-2.186600000000000000e+04,-8.651000000000000000e+03
-5.846100000000000000e+04,-1.812100000000000000e+04,-1.114100000000000000e+04
-5.775600000000000000e+04,-2.002100000000000000e+04,-9.456000000000000000e+03
-5.295100000000000000e+04,-2.322600000000000000e+04,-7.971000000000000000e+03
-5.322100000000000000e+04,-2.368100000000000000e+04,-9.086000000000000000e+03
-5.325600000000000000e+04,-2.222600000000000000e+04,-1.121600000000000000e+04
-5.775600000000000000e+04,-1.980600000000000000e+04,-9.341000000000000000e+03
-5.005600000000000000e+04,-2.086600000000000000e+04,-6.296000000000000000e+03
-5.233100000000000000e+04,-2.289600000000000000e+04,-7.746000000000000000e+03
-5.050600000000000000e+04,-2.509600000000000000e+04,-8.111000000000000000e+03
