-2.202800000000000000e+04,-2.038500000000000000e+04,-1.458900000000000000e+04,-1.267700000000000000e+04
-2.124700000000000000e+04,-1.845500000000000000e+04,-1.489000000000000000e+04,-1.286300000000000000e+04
-2.168900000000000000e+04,-1.845300000000000000e+04,-1.565900000000000000e+04,-1.373700000000000000e+04
-2.233700000000000000e+04,-1.931100000000000000e+04,-1.649900000000000000e+04,-1.302800000000000000e+04
-2.243300000000000000e+04,-1.893700000000000000e+04,-1.426800000000000000e+04,-1.371100000000000000e+04
-2.180800000000000000e+04,-1.805100000000000000e+04,-1.558500000000000000e+04,-1.385700000000000000e+04
-2.253100000000000000e+04,-1.854400000000000000e+04,-1.514900000000000000e+04,-1.267200000000000000e+04
-2.218600000000000000e+04,-1.980200000000000000e+04,-1.524700000000000000e+04,-1.319500000000000000e+04
-2.190000000000000000e+04,-1.931900000000000000e+04,-1.449000000000000000e+04,-1.364100000000000000e+04
-2.216100000000000000e+04,-1.932900000000000000e+04,-1.514000000000000000e+04,-1.309000000000000000e+04
