-1.622500000000000000e+04,-1.553000000000000000e+04,-1.396500000000000000e+04,-1.312500000000000000e+04
-1.652000000000000000e+04,-1.490000000000000000e+04,-1.384000000000000000e+04,-1.173000000000000000e+04
-1.936000000000000000e+04,-1.494000000000000000e+04,-1.341500000000000000e+04,-1.169500000000000000e+04
-1.716500000000000000e+04,-1.462000000000000000e+04,-1.343500000000000000e+04,-1.261500000000000000e+04
-1.999000000000000000e+04,-1.406500000000000000e+04,-1.279500000000000000e+04,-1.109500000000000000e+04
-1.679000000000000000e+04,-1.557500000000000000e+04,-1.275500000000000000e+04,-1.210000000000000000e+04
-1.683000000000000000e+04,-1.429500000000000000e+04,-1.324000000000000000e+04,-1.231000000000000000e+04
-1.627000000000000000e+04,-1.461500000000000000e+04,-1.362000000000000000e+04,-1.264500000000000000e+04
-2.036000000000000000e+04,-1.474000000000000000e+04,-1.308000000000000000e+04,-1.256000000000000000e+04
-1.810500000000000000e+04,-1.346000000000000000e+04,-1.274000000000000000e+04,-1.141000000000000000e+04
-1.877000000000000000e+04,-1.485500000000000000e+04,-1.343000000000000000e+04,-1.122500000000000000e+04
-1.724500000000000000e+04,-1.544000000000000000e+04,-1.317000000000000000e+04,-1.213500000000000000e+04
-1.942500000000000000e+04,-1.651000000000000000e+04,-1.330000000000000000e+04,-1.263500000000000000e+04
-1.651000000000000000e+04,-1.513500000000000000e+04,-1.318000000000000000e+04,-1.143000000000000000e+04
-1.787500000000000000e+04,-1.541500000000000000e+04,-1.328000000000000000e+04,-1.174000000000000000e+04
-2.043500000000000000e+04,-1.520000000000000000e+04,-1.327500000000000000e+04,-1.121500000000000000e+04
-1.775500000000000000e+04,-1.452500000000000000e+04,-1.285500000000000000e+04,-1.194500000000000000e+04
-1.765000000000000000e+04,-1.392500000000000000e+04,-1.323000000000000000e+04,-1.220500000000000000e+04
-1.972500000000000000e+04,-1.463000000000000000e+04,-1.277500000000000000e+04,-1.224000000000000000e+04
-1.849000000000000000e+04,-1.417000000000000000e+04,-1.258000000000000000e+04,-9.880000000000000000e+03
-1.786500000000000000e+04,-1.555500000000000000e+04,-1.362000000000000000e+04,-1.162500000000000000e+04
-2.399500000000000000e+04,-1.421000000000000000e+04,-1.329000000000000000e+04,-1.236000000000000000e+04
-2.210000000000000000e+04,-1.430500000000000000e+04,-1.372000000000000000e+04,-1.284000000000000000e+04
-1.885000000000000000e+04,-1.437000000000000000e+04,-1.286000000000000000e+04,-1.135500000000000000e+04
-2.418500000000000000e+04,-1.567500000000000000e+04,-1.378500000000000000e+04,-1.253500000000000000e+04
-1.821000000000000000e+04,-1.433000000000000000e+04,-1.327000000000000000e+04,-1.245000000000000000e+04
-1.671000000000000000e+04,-1.470500000000000000e+04,-1.321500000000000000e+04,-1.168500000000000000e+04
-1.877500000000000000e+04,-1.397000000000000000e+04,-1.219500000000000000e+04,-1.164500000000000000e+04
-1.608000000000000000e+04,-1.457500000000000000e+04,-1.283500000000000000e+04,-1.157500000000000000e+04
-1.790500000000000000e+04,-1.452500000000000000e+04,-1.331000000000000000e+04,-1.033500000000000000e+04
-2.098000000000000000e+04,-1.589500000000000000e+04,-1.341500000000000000e+04,-1.199000000000000000e+04
-1.848500000000000000e+04,-1.478500000000000000e+04,-1.426000000000000000e+04,-1.254500000000000000e+04
-1.658500000000000000e+04,-1.434500000000000000e+04,-1.370500000000000000e+04,-1.239000000000000000e+04
-1.616500000000000000e+04,-1.477000000000000000e+04,-1.384000000000000000e+04,-1.246000000000000000e+04
-2.300000000000000000e+04,-1.428500000000000000e+04,-1.320500000000000000e+04,-1.131000000000000000e+04
-1.712000000000000000e+04,-1.520500000000000000e+04,-1.341500000000000000e+04,-1.033000000000000000e+04
-1.894500000000000000e+04,-1.449000000000000000e+04,-1.399000000000000000e+04,-1.195000000000000000e+04
-2.175500000000000000e+04,-1.450000000000000000e+04,-1.265000000000000000e+04,-1.142500000000000000e+04
-1.499000000000000000e+04,-1.416500000000000000e+04,-1.358000000000000000e+04,-1.264500000000000000e+04
-1.989500000000000000e+04,-1.439000000000000000e+04,-1.385500000000000000e+04,-1.172500000000000000e+04
-1.712500000000000000e+04,-1.437500000000000000e+04,-1.380500000000000000e+04,-1.207000000000000000e+04
-2.011500000000000000e+04,-1.484000000000000000e+04,-1.341500000000000000e+04,-1.285000000000000000e+04
-2.154000000000000000e+04,-1.618000000000000000e+04,-1.324500000000000000e+04,-1.106500000000000000e+04
-2.018000000000000000e+04,-1.479500000000000000e+04,-1.368000000000000000e+04,-1.151000000000000000e+04
-1.986500000000000000e+04,-1.463000000000000000e+04,-1.288500000000000000e+04,-1.211000000000000000e+04
-1.829000000000000000e+04,-1.486500000000000000e+04,-1.359000000000000000e+04,-1.256000000000000000e+04
-1.664000000000000000e+04,-1.475500000000000000e+04,-1.356500000000000000e+04,-1.156000000000000000e+04
-1.764000000000000000e+04,-1.537500000000000000e+04,-1.445000000000000000e+04,-1.218000000000000000e+04
-2.117500000000000000e+04,-1.652000000000000000e+04,-1.337500000000000000e+04,-1.153000000000000000e+04
-1.743000000000000000e+04,-1.440500000000000000e+04,-1.325500000000000000e+04,-1.151500000000000000e+04
-1.937000000000000000e+04,-1.535500000000000000e+04,-1.433000000000000000e+04,-1.105500000000000000e+04
-1.717500000000000000e+04,-1.512000000000000000e+04,-1.355500000000000000e+04,-1.180500000000000000e+04
-1.924000000000000000e+04,-1.472000000000000000e+04,-1.276500000000000000e+04,-1.117500000000000000e+04
-2.005000000000000000e+04,-1.647500000000000000e+04,-1.453500000000000000e+04,-1.198000000000000000e+04
-1.716500000000000000e+04,-1.400000000000000000e+04,-1.299500000000000000e+04,-1.156500000000000000e+04
-1.895500000000000000e+04,-1.551000000000000000e+04,-1.355000000000000000e+04,-1.156000000000000000e+04
-1.539000000000000000e+04,-1.418500000000000000e+04,-1.306000000000000000e+04,-1.237500000000000000e+04
-2.016500000000000000e+04,-1.508000000000000000e+04,-1.337500000000000000e+04,-1.225500000000000000e+04
-2.102000000000000000e+04,-1.553500000000000000e+04,-1.364500000000000000e+04,-1.187500000000000000e+04
-1.763500000000000000e+04,-1.653000000000000000e+04,-1.349500000000000000e+04,-1.165500000000000000e+04
-1.692500000000000000e+04,-1.495000000000000000e+04,-1.316500000000000000e+04,-1.218500000000000000e+04
-1.755000000000000000e+04,-1.506000000000000000e+04,-1.444500000000000000e+04,-1.234000000000000000e+04
-2.083000000000000000e+04,-1.488500000000000000e+04,-1.247500000000000000e+04,-1.183500000000000000e+04
-1.902500000000000000e+04,-1.515500000000000000e+04,-1.414000000000000000e+04,-1.299000000000000000e+04
-1.614500000000000000e+04,-1.545500000000000000e+04,-1.409000000000000000e+04,-1.245000000000000000e+04
