-2.039500000000000000e+04,-1.661000000000000000e+04,-1.608000000000000000e+04,-1.440000000000000000e+04,-1.276500000000000000e+04,-1.244500000000000000e+04
-2.740000000000000000e+04,-1.634000000000000000e+04,-1.531000000000000000e+04,-1.505000000000000000e+04,-1.311000000000000000e+04,-1.226000000000000000e+04
-1.915500000000000000e+04,-1.664500000000000000e+04,-1.608000000000000000e+04,-1.412000000000000000e+04,-1.327500000000000000e+04,-1.230000000000000000e+04
-1.744500000000000000e+04,-1.635000000000000000e+04,-1.581500000000000000e+04,-1.552500000000000000e+04,-1.250000000000000000e+04,-1.197500000000000000e+04
-1.925000000000000000e+04,-1.760000000000000000e+04,-1.568000000000000000e+04,-1.495500000000000000e+04,-1.407500000000000000e+04,-1.226500000000000000e+04
-1.725500000000000000e+04,-1.702000000000000000e+04,-1.474500000000000000e+04,-1.470500000000000000e+04,-1.407000000000000000e+04,-1.328500000000000000e+04
-2.121500000000000000e+04,-1.626500000000000000e+04,-1.598500000000000000e+04,-1.437500000000000000e+04,-1.309000000000000000e+04,-1.134500000000000000e+04
-2.073000000000000000e+04,-1.709500000000000000e+04,-1.460000000000000000e+04,-1.434000000000000000e+04,-1.307500000000000000e+04,-1.214500000000000000e+04
-1.832000000000000000e+04,-1.734000000000000000e+04,-1.547500000000000000e+04,-1.533500000000000000e+04,-1.374000000000000000e+04,-1.103500000000000000e+04
-2.106500000000000000e+04,-1.738000000000000000e+04,-1.586500000000000000e+04,-1.585000000000000000e+04,-1.299500000000000000e+04,-1.213500000000000000e+04
-1.741000000000000000e+04,-1.661000000000000000e+04,-1.479500000000000000e+04,-1.468000000000000000e+04,-1.338000000000000000e+04,-1.333500000000000000e+04
-2.188000000000000000e+04,-2.070500000000000000e+04,-1.452500000000000000e+04,-1.446500000000000000e+04,-1.344500000000000000e+04,-1.311500000000000000e+04
-2.026500000000000000e+04,-1.648500000000000000e+04,-1.605000000000000000e+04,-1.548500000000000000e+04,-1.345000000000000000e+04,-1.212000000000000000e+04
-1.971500000000000000e+04,-1.919500000000000000e+04,-1.539500000000000000e+04,-1.516000000000000000e+04,-1.223500000000000000e+04,-1.156000000000000000e+04
-2.184500000000000000e+04,-1.874500000000000000e+04,-1.516500000000000000e+04,-1.397500000000000000e+04,-1.336500000000000000e+04,-1.217000000000000000e+04
-1.972500000000000000e+04,-1.691500000000000000e+04,-1.636500000000000000e+04,-1.464000000000000000e+04,-1.333500000000000000e+04,-1.207000000000000000e+04
-1.969000000000000000e+04,-1.871500000000000000e+04,-1.501000000000000000e+04,-1.426000000000000000e+04,-1.371000000000000000e+04,-1.227000000000000000e+04
-1.951000000000000000e+04,-1.720000000000000000e+04,-1.591000000000000000e+04,-1.441000000000000000e+04,-1.314500000000000000e+04,-1.257500000000000000e+04
-2.004000000000000000e+04,-1.977500000000000000e+04,-1.566000000000000000e+04,-1.414500000000000000e+04,-1.406000000000000000e+04,-1.274500000000000000e+04
-1.818000000000000000e+04,-1.658500000000000000e+04,-1.564000000000000000e+04,-1.424500000000000000e+04,-1.279500000000000000e+04,-1.267500000000000000e+04
-2.174500000000000000e+04,-1.630000000000000000e+04,-1.589500000000000000e+04,-1.466500000000000000e+04,-1.374500000000000000e+04,-1.138000000000000000e+04
-1.858500000000000000e+04,-1.708500000000000000e+04,-1.570500000000000000e+04,-1.453000000000000000e+04,-1.221500000000000000e+04,-1.139500000000000000e+04
-1.738000000000000000e+04,-1.644500000000000000e+04,-1.549500000000000000e+04,-1.466000000000000000e+04,-1.206500000000000000e+04,-1.176500000000000000e+04
-1.829500000000000000e+04,-1.763000000000000000e+04,-1.539500000000000000e+04,-1.470000000000000000e+04,-1.413500000000000000e+04,-1.271500000000000000e+04
-1.948500000000000000e+04,-1.687500000000000000e+04,-1.664500000000000000e+04,-1.476500000000000000e+04,-1.203000000000000000e+04,-1.164000000000000000e+04
