-2.459600000000000000e+04,-2.138100000000000000e+04,-1.722700000000000000e+04,-1.525000000000000000e+04,-1.472800000000000000e+04,-1.160300000000000000e+04
-2.451300000000000000e+04,-2.320700000000000000e+04,-1.662500000000000000e+04,-1.604600000000000000e+04,-1.249300000000000000e+04,-1.051100000000000000e+04
-2.226500000000000000e+04,-1.876900000000000000e+04,-1.642100000000000000e+04,-1.583900000000000000e+04,-1.429100000000000000e+04,-1.221900000000000000e+04
-2.288700000000000000e+04,-1.919100000000000000e+04,-1.675800000000000000e+04,-1.621300000000000000e+04,-1.218200000000000000e+04,-9.788000000000000000e+03
-2.094400000000000000e+04,-2.013700000000000000e+04,-1.738300000000000000e+04,-1.395100000000000000e+04,-1.339600000000000000e+04,-1.050100000000000000e+04
-2.318000000000000000e+04,-1.786600000000000000e+04,-1.725500000000000000e+04,-1.564700000000000000e+04,-1.348400000000000000e+04,-1.213500000000000000e+04
-2.077900000000000000e+04,-1.870100000000000000e+04,-1.609700000000000000e+04,-1.369400000000000000e+04,-1.315800000000000000e+04,-1.114300000000000000e+04
-2.354800000000000000e+04,-2.114000000000000000e+04,-1.748500000000000000e+04,-1.508200000000000000e+04,-1.330100000000000000e+04,-1.224000000000000000e+04
-2.311300000000000000e+04,-1.759100000000000000e+04,-1.681900000000000000e+04,-1.544400000000000000e+04,-1.384200000000000000e+04,-1.045800000000000000e+04
-2.305100000000000000e+04,-2.201500000000000000e+04,-1.699000000000000000e+04,-1.573200000000000000e+04,-1.387300000000000000e+04,-1.111700000000000000e+04
