-1.615600000000000000e+04,-1.440400000000000000e+04,-1.253600000000000000e+04,-1.022850000000000000e+04
-1.862900000000000000e+04,-1.514800000000000000e+04,-1.437000000000000000e+04,-1.113350000000000000e+04
-2.225700000000000000e+04,-1.500500000000000000e+04,-1.223300000000000000e+04,-1.091550000000000000e+04
-2.279500000000000000e+04,-1.666800000000000000e+04,-1.157200000000000000e+04,-1.102450000000000000e+04
-1.929500000000000000e+04,-1.550800000000000000e+04,-1.357500000000000000e+04,-9.926500000000000000e+03
-2.334300000000000000e+04,-1.448800000000000000e+04,-1.366100000000000000e+04,-9.293500000000000000e+03
-2.141200000000000000e+04,-1.422900000000000000e+04,-1.288400000000000000e+04,-1.148850000000000000e+04
-1.981100000000000000e+04,-1.544500000000000000e+04,-1.261700000000000000e+04,-1.232450000000000000e+04
-2.812200000000000000e+04,-1.432300000000000000e+04,-1.281200000000000000e+04,-1.050850000000000000e+04
-2.211100000000000000e+04,-1.451100000000000000e+04,-1.365800000000000000e+04,-8.756500000000000000e+03
-2.001800000000000000e+04,-1.432800000000000000e+04,-1.337700000000000000e+04,-1.136550000000000000e+04
-1.781700000000000000e+04,-1.312400000000000000e+04,-1.253000000000000000e+04,-9.137500000000000000e+03
-2.486200000000000000e+04,-1.348900000000000000e+04,-1.311900000000000000e+04,-8.270500000000000000e+03
-2.215600000000000000e+04,-1.442600000000000000e+04,-1.357100000000000000e+04,-1.005850000000000000e+04
-2.221200000000000000e+04,-1.503900000000000000e+04,-1.323200000000000000e+04,-1.033250000000000000e+04
-1.807000000000000000e+04,-1.424800000000000000e+04,-1.302700000000000000e+04,-9.956500000000000000e+03
-1.975200000000000000e+04,-1.472800000000000000e+04,-1.213200000000000000e+04,-9.868500000000000000e+03
-2.406200000000000000e+04,-1.427500000000000000e+04,-1.355900000000000000e+04,-9.252500000000000000e+03
-2.876500000000000000e+04,-1.477300000000000000e+04,-1.233100000000000000e+04,-6.088500000000000000e+03
-1.627400000000000000e+04,-1.499000000000000000e+04,-1.274400000000000000e+04,-9.121500000000000000e+03
-2.364400000000000000e+04,-1.476900000000000000e+04,-1.195700000000000000e+04,-9.183500000000000000e+03
