-5.312100000000000000e+04,-1.811100000000000000e+04,-9.816000000000000000e+03
-4.673100000000000000e+04,-1.959100000000000000e+04,-7.496000000000000000e+03
-5.040600000000000000e+04,-2.422100000000000000e+04,-6.896000000000000000e+03
-5.555600000000000000e+04,-2.227100000000000000e+04,-7.911000000000000000e+03
-5.630600000000000000e+04,-1.830600000000000000e+04,-6.316000000000000000e+03
-5.136600000000000000e+04,-2.035100000000000000e+04,-5.671000000000000000e+03
-5.706600000000000000e+04,-1.871100000000000000e+04,-9.386000000000000000e+03
-5.436600000000000000e+04,-2.070600000000000000e+04,-8.661000000000000000e+03
-5.210100000000000000e+04,-2.152100000000000000e+04,-8.891000000000000000e+03
-5.417100000000000000e+04,-2.098100000000000000e+04,-9.851000000000000000e+03
-6.413100000000000000e+04,-2.065100000000000000e+04,-1.036600000000000000e+04
-4.849100000000000000e+04,-2.300100000000000000e+04,-1.024100000000000000e+04
-4.847100000000000000e+04,-1.967100000000000000e+04,-8.146000000000000000e+03
-5.535100000000000000e+04,-2.270600000000000000e+04,-7.951000000000000000e+03
-5.239600000000000000e+04,-2.217100000000000000e+04,-6.796000000000000000e+03
-4.502100000000000000e+04,-2.219600000000000000e+04,-9.326000000000000000e+03
-4.922600000000000000e+04,-2.262600000000000000e+04,-7.591000000000000000e+03
-5.919100000000000000e+04,-2.222600000000000000e+04,-9.431000000000000000e+03
-5.541100000000000000e+04,-1.982100000000000000e+04,-1.064600000000000000e+04
-5.549100000000000000e+04,-2.265100000000000000e+04,-8.416000000000000000e+03
-4.959600000000000000e+04,-2.217600000000000000e+04,-9.706000000000000000e+03
-5.201600000000000000e+04,-2.265100000000000000e+04,-7.366000000000000000e+03
-5.807600000000000000e+04,-2.241600000000000000e+04,-7.746000000000000000e+03
-6.588600000000000000e+04,-1.937600000000000000e+04,-7.896000000000000000e+03
-4.691100000000000000e+04,-1.817600000000000000e+04,-8.901000000000000000e+03
-5.748600000000000000e+04,-2.137600000000000000e+04,-7.526000000000000000e+03
-5.407100000000000000e+04,-2.173100000000000000e+04,-9.436000000000000000e+03
-5.484600000000000000e+04,-1.853600000000000000e+04,-1.092100000000000000e+04
-4.877600000000000000e+04,-2.230100000000000000e+04,-7.371000000000000000e+03
-5.400100000000000000e+04,-2.165100000000000000e+04,-1.108600000000000000e+04
-4.949600000000000000e+04,-1.847600000000000000e+04,-6.426000000000000000e+03
-5.099600000000000000e+04,-2.104600000000000000e+04,-9.476000000000000000e+03
-5.790100000000000000e+04,-2.231600000000000000e+04,-8.966000000000000000e+03
-5.232600000000000000e+04,-2.111100000000000000e+04,-9.966000000000000000e+03
-5.770100000000000000e+04,-2.704600000000000000e+04,-7.826000000000000000e+03
-5.883600000000000000e+04,-2.103100000000000000e+04,-9.016000000000000000e+03
-4.945600000000000000e+04,-1.722600000000000000e+04,-8.726000000000000000e+03
-5.364600000000000000e+04,-2.137100000000000000e+04,-8.611000000000000000e+03
-5.715100000000000000e+04,-1.776100000000000000e+04,-9.336000000000000000e+03
-5.281600000000000000e+04,-2.351600000000000000e+04,-9.101000000000000000e+03
-5.240600000000000000e+04,-2.244600000000000000e+04,-6.856000000000000000e+03
-5.029600000000000000e+04,-2.147100000000000000e+04,-9.606000000000000000e+03
-5.170100000000000000e+04,-2.205600000000000000e+04,-1.104600000000000000e+04
-5.271600000000000000e+04,-2.183600000000000000e+04,-8.896000000000000000e+03
-5.690100000000000000e+04,-2.022100000000000000e+04,-8.751000000000000000e+03
-5.605600000000000000e+04,-2.077600000000000000e+04,-6.841000000000000000e+03
-5.323100000000000000e+04,-2.240100000000000000e+04,-8.461000000000000000e+03
-5.432100000000000000e+04,-2.165600000000000000e+04,-7.201000000000000000e+03
-5.346100000000000000e+04,-2.027600000000000000e+04,-7.286000000000000000e+03
-4.636600000000000000e+04,-2.289600000000000000e+04,-1.079600000000000000e+04
-4.809600000000000000e+04,-2.269100000000000000e+04,-7.756000000000000000e+03
-5.323600000000000000e+04,-2.487600000000000000e+04,-8.986000000000000000e+03
-4.962100000000000000e+04,-1.908100000000000000e+04,-6.426000000000000000e+03
-4.951100000000000000e+04,-2.155100000000000000e+04,-6.771000000000000000e+03
-5.616600000000000000e+04,-1.881600000000000000e+04,-6.881000000000000000e+03
-5.879600000000000000e+04,-1.965600000000000000e+04,-7.211000000000000000e+03
-5.363100000000000000e+04,-2.094600000000000000e+04,-9.926000000000000000e+03
-4.859600000000000000e+04,-2.271600000000000000e+04,-5.841000000000000000e+03
-5.738600000000000000e+04,-2.086100000000000000e+04,-8.341000000000000000e+03
-5.617600000000000000e+04,-2.446600000000000000e+04,-1.055100000000000000e+04
-4.767600000000000000e+04,-1.969600000000000000e+04,-8.511000000000000000e+03
